CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
CANTABRIA;AGšERO;39719
CANTABRIA;AGUILERA, LA;39213
CANTABRIA;AHEDO (AMPUERO);39849
CANTABRIA;AJA;39806
CANTABRIA;AJANEDO;39728
CANTABRIA;AJO;39170
CANTABRIA;ALCEDA;39680
CANTABRIA;ALDANO;39683
CANTABRIA;ALDEA DE EBRO;39213
CANTABRIA;ALDUESO;39292
CANTABRIA;ALIEZO;39584
CANTABRIA;ALISAS (AMPUERO);39849
CANTABRIA;ALISAS (RAMALES);39813
CANTABRIA;ALLEN DEL HOYO;39232
CANTABRIA;ALLENDELAGUA;39798
CANTABRIA;ALOÑOS;39649
CANTABRIA;ALTURA, LA;39880
CANTABRIA;ALVAREO, EL;39193
CANTABRIA;AMBROSERO;39791
CANTABRIA;AMPUERO;39840
CANTABRIA;ANAZ;39718
CANTABRIA;ANCILLO;39197
CANTABRIA;ANERO;39794
CANTABRIA;ANGOSTINA;39788
CANTABRIA;ANGUSTINA (LIERGANES);39727
CANTABRIA;ANIEZO;39571
CANTABRIA;ANSAR, EL;39592
CANTABRIA;APARECIDA, LA;39849
CANTABRIA;ARADILLOS;39212
CANTABRIA;ARANTIONES;39220
CANTABRIA;ARCA;39430
CANTABRIA;ARCE;39478
CANTABRIA;ARCERA;39213
CANTABRIA;ARENAL DE PENAGOS, EL;39627
CANTABRIA;ARENAS (RIONANSA);39553
CANTABRIA;ARENAS DE IGUÑA;39450
CANTABRIA;ARENAS, LAS;39593
CANTABRIA;ARENILLAS DE EBRO;39232
CANTABRIA;AREÑOS;39582
CANTABRIA;ARENOSA, LA;39777
CANTABRIA;ARGOMILLA DE CAYON;39626
CANTABRIA;ARGOÑOS;39197
CANTABRIA;ARGUEBANES;39586
CANTABRIA;ARGUEDES;39593
CANTABRIA;ARGšESO;39212
CANTABRIA;ARMAÑO;39584
CANTABRIA;ARNUERO;39195
CANTABRIA;ARREDONDO;39813
CANTABRIA;ARROYAL DE LOS CARABEOS;39213
CANTABRIA;ARROYO (SANTILLANA DEL MAR);39360
CANTABRIA;ARROYO DE VALDEARROYO;39213
CANTABRIA;ARROYO, EL;39577
CANTABRIA;ARROYUELOS;39232
CANTABRIA;ASON;39806
CANTABRIA;ASON (ARREDONDO);39813
CANTABRIA;ASTILLERO;39610
CANTABRIA;ASTRANA;39806
CANTABRIA;AVELLANAL, EL;39813
CANTABRIA;AVELLANEDO;39572
CANTABRIA;AVIOS;39360
CANTABRIA;AZOÑOS;39108
CANTABRIA;BADAMES;39764
CANTABRIA;BALBACIENTA;39788
CANTABRIA;BALTEZANA;39706
CANTABRIA;BAO, EL;39790
CANTABRIA;BARAGO;39575
CANTABRIA;BARANDA;39795
CANTABRIA;BARCENA (ALFOZ);39525
CANTABRIA;BARCENA (CAMALEÑO);39582
CANTABRIA;BARCENA (GIBAJA);39809
CANTABRIA;BARCENA DE CARRIEDO;39649
CANTABRIA;BARCENA DE CICERO;39790
CANTABRIA;BARCENA DE CUDON;39318
CANTABRIA;BARCENA DE EBRO;39419
CANTABRIA;BARCENA DE TORANZO;39689
CANTABRIA;BARCENA PIE DE CONCHA;39420
CANTABRIA;BARCENA, LA (AMPUERO);39849
CANTABRIA;BARCENA, LA (SAN FELICES BUELNA);39409
CANTABRIA;BARCENACIONES;39590
CANTABRIA;BARCENAL, EL;39549
CANTABRIA;BARCENAMAYOR;39518
CANTABRIA;BARCENAS, LAS;39553
CANTABRIA;BARCENILLA DE PIELAGOS;39477
CANTABRIA;BARCENILLAS (RUENTE);39513
CANTABRIA;BAREYO;39170
CANTABRIA;BARO;39587
CANTABRIA;BARQUERA, LA;39311
CANTABRIA;BARREDA (PESAGUERO);39572
CANTABRIA;BARREDA (TORRELAVEGA);39300
CANTABRIA;BARRIO (CAMPOO DE SUSO);39210
CANTABRIA;BARRIO (VEGA LIEBANA);39577
CANTABRIA;BARRIO DE ABAJO (RUENTE);39513
CANTABRIA;BARRIO DE ARRIBA (RIOTUERTO);39720
CANTABRIA;BARRIO DE ARRIBA (RUENTE);39513
CANTABRIA;BARRIO OBRERO (POLANCO);39313
CANTABRIA;BARRIOPALACIO (ANIEVAS);39451
CANTABRIA;BARRIOPALACIO (VALDEOLEA);39418
CANTABRIA;BARROS;39408
CANTABRIA;BARRUELO (VALDEPRADO);39213
CANTABRIA;BASCONES DE EBRO (PALENCIA);39250
CANTABRIA;BEARES;39587
CANTABRIA;BEDICO;39311
CANTABRIA;BEJES;39580
CANTABRIA;BELMONTE;39557
CANTABRIA;BERANGA;39730
CANTABRIA;BERCEDO;39418
CANTABRIA;BERNALES;39849
CANTABRIA;BERZOSILLA;39250
CANTABRIA;BESOY;39582
CANTABRIA;BIELVA;39550
CANTABRIA;BIMON;39213
CANTABRIA;BIRRUEZAS;39592
CANTABRIA;BODEGA, LA;39791
CANTABRIA;BODIA;39587
CANTABRIA;BOLLACIN;39681
CANTABRIA;BOLMIR;39213
CANTABRIA;BOO DE GUARNIZO;39613
CANTABRIA;BOO DE PIELAGOS;39478
CANTABRIA;BORES;39577
CANTABRIA;BORLEÑA;39699
CANTABRIA;BOSQUE, EL;39716
CANTABRIA;BOSTRONIZO;39451
CANTABRIA;BRAÑAVIEJA;39210
CANTABRIA;BREZ;39587
CANTABRIA;BUCARRERO;39718
CANTABRIA;BUERAS;39766
CANTABRIA;BULCO;39850
CANTABRIA;BURIO;39550
CANTABRIA;BUSTA, LA;39590
CANTABRIA;BUSTABLADO (CABEZON DE LA SAL);39507
CANTABRIA;BUSTALEGUIN;39686
CANTABRIA;BUSTAMANTE;39292
CANTABRIA;BUSTANCILLES;39806
CANTABRIA;BUSTANTEGUA;39696
CANTABRIA;BUSTASUR (LAS ROZAS);39213
CANTABRIA;BUSTASUR (LUENA);39688
CANTABRIA;BUSTIDOÑO;39213
CANTABRIA;BUSTILLO (VALDALIGA);39593
CANTABRIA;BUSTILLO DEL MONTE;39419
CANTABRIA;BUSTIYERRO;39686
CANTABRIA;BUSTRIGUADO;39593
CANTABRIA;BUYEZO;39571
CANTABRIA;CABAÑA DE LA SIERRA;39880
CANTABRIA;CABAÑES;39584
CANTABRIA;CABANZON;39551
CANTABRIA;CABARCENO;39627
CANTABRIA;CABEZON DE LA SAL;39500
CANTABRIA;CABEZON DE LIEBANA;39571
CANTABRIA;CABORREDONDO (ALFOZ DE LLOREDO);39525
CANTABRIA;CABROJO (CABEZON DE LA SAL);39509
CANTABRIA;CABROJO (RIONANSA);39558
CANTABRIA;CACEO;39430
CANTABRIA;CACICEDO;39608
CANTABRIA;CADALSO (VALDERREDIBLE);39232
CANTABRIA;CADES;39550
CANTABRIA;CAHECHO;39571
CANTABRIA;CALDAS (PEÑARRUBIA);39580
CANTABRIA;CALDAS DE BESAYA, LAS;39460
CANTABRIA;CALERA, LA (VIZCAYA);39805
CANTABRIA;CALGA;39451
CANTABRIA;CALGAR;39727
CANTABRIA;CALLEJO, EL;39750
CANTABRIA;CALOCA;39572
CANTABRIA;CALSECA;39728
CANTABRIA;CAMALEÑO;39587
CANTABRIA;CAMARGO;39609
CANTABRIA;CAMBARCO;39571
CANTABRIA;CAMESA;39418
CANTABRIA;CAMIJANES;39594
CANTABRIA;CAMINO (CAMPOO DE SUSO);39212
CANTABRIA;CAMINO, EL;39849
CANTABRIA;CAMPILLO;39696
CANTABRIA;CAMPLENGO;39360
CANTABRIA;CAMPO DE EBRO;39250
CANTABRIA;CAMPO, EL;39880
CANTABRIA;CAMPOLLO;39577
CANTABRIA;CAMPUZANO;39300
CANTABRIA;CANALES (UDIAS);39507
CANTABRIA;CANDENOSA;39419
CANTABRIA;CANDOLIAS;39685
CANTABRIA;CAÑEDA;39491
CANTABRIA;CAÑEDO;39806
CANTABRIA;CANTERA, LA;39593
CANTABRIA;CANTOLLA, LA;39723
CANTABRIA;CAPITANA, LA;39880
CANTABRIA;CARA;39528
CANTABRIA;CARANCEJA;39591
CANTABRIA;CARANDIA;39479
CANTABRIA;CARASA;39762
CANTABRIA;CARAZON;39788
CANTABRIA;CARCOBA, LA;39723
CANTABRIA;CARCOBAS, LAS;39777
CANTABRIA;CARMONA;39558
CANTABRIA;CARNERIZAS;39790
CANTABRIA;CARRASCAL DE COCEJON;39687
CANTABRIA;CARRASCAL DE SAN MIGUEL;39687
CANTABRIA;CARRASTRADA (ALFOZ DE LLOREDO);39525
CANTABRIA;CARREJO;39592
CANTABRIA;CARRIAZO (RIBAMONTAN AL MAR);39150
CANTABRIA;CARTES;39311
CANTABRIA;CASA DEL MONTE;39718
CANTABRIA;CASAMARIA;39551
CANTABRIA;CASAR DE PERIEDO;39591
CANTABRIA;CASARES;39438
CANTABRIA;CASAS NUEVAS, LAS (VALDALIGA);39592
CANTABRIA;CASASOLA (RUILOBA);39527
CANTABRIA;CASAVIEJA (RASINES);39860
CANTABRIA;CASILLAS, LAS;39750
CANTABRIA;CASTAÑEDA;39660
CANTABRIA;CASTANEDO;39150
CANTABRIA;CASTILLO;39193
CANTABRIA;CASTILLO PEDROSO;39699
CANTABRIA;CASTRILLO DE VALDELOMAR;39419
CANTABRIA;CASTRILLO DEL HAYA;39418
CANTABRIA;CASTRO URDIALES;39700
CANTABRIA;CASTRO-CILLORIGO;39583
CANTABRIA;CASUSO;39791
CANTABRIA;CAVADA, LA;39720
CANTABRIA;CAVIEDES;39593
CANTABRIA;CAVIÑA;39595
CANTABRIA;CAZPURRION;39688
CANTABRIA;CECEÑAS;39724
CANTABRIA;CECEÑO;39528
CANTABRIA;CEJANCAS;39232
CANTABRIA;CELADA DE LOS CALDERONES;39210
CANTABRIA;CELADA MARLANTES;39213
CANTABRIA;CELIS;39553
CANTABRIA;CELUCOS;39553
CANTABRIA;CERBIAGO;39849
CANTABRIA;CERDIGO;39798
CANTABRIA;CERECEDA;39860
CANTABRIA;CERECEDAS;39197
CANTABRIA;CERRAZO;39539
CANTABRIA;CERRO, EL;39860
CANTABRIA;CERVATOS;39213
CANTABRIA;CEZURA;39419
CANTABRIA;CIANCA;39612
CANTABRIA;CICERA;39580
CANTABRIA;CICERO;39790
CANTABRIA;CIGšENZA;39526
CANTABRIA;CIRES;39550
CANTABRIA;COBEJO;39420
CANTABRIA;COBEÑA;39584
CANTABRIA;COBIJON (UDIAS);39507
CANTABRIA;COBRECES;39320
CANTABRIA;COCEJON, EL;39687
CANTABRIA;COCINA, LA;39593
CANTABRIA;COHIÑO;39450
CANTABRIA;COLINDRES;39750
CANTABRIA;COLIO;39584
CANTABRIA;COLLADA, LA;39716
CANTABRIA;COLLADO (CIEZA);39407
CANTABRIA;COMILLAS;39520
CANTABRIA;CONCHA;39527
CANTABRIA;CONCHA, LA;39728
CANTABRIA;CONCHA, LA (VALDALIGA);39593
CANTABRIA;CONCHA, LA (VILLAESCU);39690
CANTABRIA;CONDADO, EL;39718
CANTABRIA;CONGARNA;39586
CANTABRIA;COO;39408
CANTABRIA;CORCONTE;39294
CANTABRIA;CORNOCIO (CICERO);39790
CANTABRIA;CORNOCIO (ESCALANTE);39795
CANTABRIA;CORONELES;39250
CANTABRIA;CORRA, LA;39788
CANTABRIA;CORRAL;39460
CANTABRIA;CORRALES DE BUELNA, LOS;39400
CANTABRIA;CORRALES, LOS (TRECEÑO);39592
CANTABRIA;CORREPOCO;39518
CANTABRIA;CORTIGUERA;39350
CANTABRIA;COS;39592
CANTABRIA;COS, LOS;39573
CANTABRIA;COSGAYA;39582
CANTABRIA;COSIO;39559
CANTABRIA;COSTANA, LA;39292
CANTABRIA;COTERA, LA (LAMADRID-VALDALIGA);39593
CANTABRIA;COTERA, LA (RIONANSA);39553
CANTABRIA;COTERA, LA (ROIZ-VALDALIGA);39593
CANTABRIA;COTERILLO (AMPUERO);39849
CANTABRIA;COTILLO DE ANIEVAS;39451
CANTABRIA;COTILLOS;39557
CANTABRIA;COZ DE MONTE;39760
CANTABRIA;CRISTO, EL;39791
CANTABRIA;CUBAS;39793
CANTABRIA;CUBILLO DE EBRO;39250
CANTABRIA;CUCAYO;39575
CANTABRIA;CUCHIA;39318
CANTABRIA;CUDON;39318
CANTABRIA;CUENA;39418
CANTABRIA;CUESTA, LA (CICERO);39791
CANTABRIA;CUESTA, LA (RUENTE);39513
CANTABRIA;CUEVA (PESAGUERO);39574
CANTABRIA;CUEVA, LA;39650
CANTABRIA;CUEVAS, LAS (VALDALIGA);39593
CANTABRIA;CUILLAS DEL VALLE (PALENCIA);39250
CANTABRIA;DOBARES;39577
CANTABRIA;DOBARGANES;39577
CANTABRIA;DOBRES;39575
CANTABRIA;DUALEZ;39300
CANTABRIA;DUESO;39749
CANTABRIA;DUÑA;39507
CANTABRIA;EDILLA, LA;39860
CANTABRIA;ELECHAS;39130
CANTABRIA;ENCINA, LA;39627
CANTABRIA;ENTERRIA;39582
CANTABRIA;ENTERRIAS;39577
CANTABRIA;ENTRADAS, LAS;39849
CANTABRIA;ENTRAMBASAGUAS;39715
CANTABRIA;ENTRAMBASAGUAS (CAMPOO DE SUSO);39210
CANTABRIA;ENTRAMBASMESTAS;39682
CANTABRIA;ENTREPUENTES;39809
CANTABRIA;ERMITA, LA;39790
CANTABRIA;ESANOS;39584
CANTABRIA;ESCALANTE;39795
CANTABRIA;ESCALLADA, LA;39791
CANTABRIA;ESCOBEDO DE CAMARGO;39609
CANTABRIA;ESCOBEDO DE VILLAFUFRE;39638
CANTABRIA;ESLES;39694
CANTABRIA;ESPINAMA;39588
CANTABRIA;ESPINILLA;39210
CANTABRIA;ESPINOSA DE BRICIA;39232
CANTABRIA;ESPONZUES;39699
CANTABRIA;ESTACION, LA (GIBAJA);39809
CANTABRIA;ESTIAN;39791
CANTABRIA;ESTRADA;39549
CANTABRIA;ESTREMERA;39727
CANTABRIA;FOMBELLIDA;39213
CANTABRIA;FONTECHA;39212
CANTABRIA;FONTIBRE;39212
CANTABRIA;FRAGUA, LA;39790
CANTABRIA;FRAGUAS, LAS;39450
CANTABRIA;FRAMA;39574
CANTABRIA;FRANCOS;39788
CANTABRIA;FRECHA, LA;39587
CANTABRIA;FRESNEDA;39518
CANTABRIA;FRESNEDO (ALFOZ DE LLOREDO);39539
CANTABRIA;FRESNEDO (SOLORZANO);39738
CANTABRIA;FRESNEDO DE SOBA;39806
CANTABRIA;FRESNO;39860
CANTABRIA;FRESNO DEL RIO;39212
CANTABRIA;FUENTE DE;39588
CANTABRIA;GAJANO;39792
CANTABRIA;GALIZANO;39160
CANTABRIA;GAMA;39790
CANTABRIA;GANCEDA, LA;39593
CANTABRIA;GANDARILLA;39549
CANTABRIA;GANZO;39300
CANTABRIA;GARMA, LA;39688
CANTABRIA;GARMILLAS, LAS;39849
CANTABRIA;GARZON (SOLORZANO);39738
CANTABRIA;GIBAJA;39809
CANTABRIA;GISMANA (RUENTE);39513
CANTABRIA;GOLBARDO;39590
CANTABRIA;GORNAZO;39310
CANTABRIA;GUARDAMINO;39809
CANTABRIA;GUARNIZO;39611
CANTABRIA;GUEMES;39191
CANTABRIA;GURUEBA, LA;39686
CANTABRIA;GUZPARRAS;39682
CANTABRIA;HAYA, EL (VALDEOLEA);39418
CANTABRIA;HAYUELA, LA (UDIAS);39507
CANTABRIA;HAZAS (LIENDO);39776
CANTABRIA;HAZAS DE CESTO;39738
CANTABRIA;HAZAS DE SOBA;39806
CANTABRIA;HELGUERA (MOLLEDO);39430
CANTABRIA;HELGUERA (RASINES);39860
CANTABRIA;HELGUERA (REOCIN);39538
CANTABRIA;HELGUERAS;39569
CANTABRIA;HELGUERO;39809
CANTABRIA;HENESTROSAS DE LAS QUINTANILLAS, LAS;39418
CANTABRIA;HERADA DE SOBA;39805
CANTABRIA;HERAS;39792
CANTABRIA;HERMIDA, LA;39580
CANTABRIA;HERMOSA;39724
CANTABRIA;HERRAN;39360
CANTABRIA;HERRAN, LA;39718
CANTABRIA;HERRERA DE CAMARGO;39608
CANTABRIA;HERRERA DE IBIO;39509
CANTABRIA;HERRERIA, LA (RIONANSA);39553
CANTABRIA;HERRERIA, LA (VALDALIGA);39592
CANTABRIA;HIJAS;39670
CANTABRIA;HINOJEDO;39350
CANTABRIA;HORMIGUERA;39419
CANTABRIA;HORNA DE EBRO;39213
CANTABRIA;HORNEDILLO;39686
CANTABRIA;HORNEDO;39716
CANTABRIA;HORTIGAL;39549
CANTABRIA;HOYA, LA;39593
CANTABRIA;HOYOS;39418
CANTABRIA;HOYOS, LOS;39880
CANTABRIA;HOZ DE ABIADA;39210
CANTABRIA;HOZ DE ANERO;39794
CANTABRIA;HOZ DE MARRON;39849
CANTABRIA;HOZNAYO;39716
CANTABRIA;HUALLE;39592
CANTABRIA;IBIO;39509
CANTABRIA;IGLESIA, LA (AMBROSERO);39791
CANTABRIA;IGLESIA, LA (ARREDONDO);39813
CANTABRIA;IGLESIA, LA (CICERO);39791
CANTABRIA;IGLESIA, LA (RUILOBA);39527
CANTABRIA;IGLESIA, LA (VILLAVERDE TRUCIOS);39880
CANTABRIA;IGOLLO DE CAMARGO;39608
CANTABRIA;ILCES, LAS;39588
CANTABRIA;INCEDO DE SOBA;39808
CANTABRIA;IRIAS;39723
CANTABRIA;IRUZ;39691
CANTABRIA;ISECA NUEVA;39776
CANTABRIA;ISECA VIEJA;39776
CANTABRIA;ISEÑA;39809
CANTABRIA;ISEQUILLA;39776
CANTABRIA;ISLA;39195
CANTABRIA;ISLA PLAYA;39195
CANTABRIA;ISLARES;39798
CANTABRIA;IZARA;39418
CANTABRIA;JAIN;39409
CANTABRIA;LABARCES;39595
CANTABRIA;LAFUENTE DE LAMASON;39550
CANTABRIA;LAGUILLOS;39213
CANTABRIA;LAGUNA, LA;39556
CANTABRIA;LAISECA (V. DE TRUCIOS);39880
CANTABRIA;LAMADRID;39593
CANTABRIA;LAMEDO;39573
CANTABRIA;LAMIÑA (RUENTE);39513
CANTABRIA;LANCHARES;39294
CANTABRIA;LANDERAL;39788
CANTABRIA;LANGRE;39160
CANTABRIA;LANTUENO;39490
CANTABRIA;LAREDO;39770
CANTABRIA;LARTEME;39528
CANTABRIA;LASTRA, LA (TUDANCA);39555
CANTABRIA;LASTRILLA;39419
CANTABRIA;LAVIN;39806
CANTABRIA;LEBEÑA;39583
CANTABRIA;LEDANTES;39577
CANTABRIA;LENDAGUA;39780
CANTABRIA;LERONES;39574
CANTABRIA;LIANDRES;39527
CANTABRIA;LIAÑO;39692
CANTABRIA;LIENCRES;39120
CANTABRIA;LIENDO;39776
CANTABRIA;LIERGANES;39722
CANTABRIA;LIERMO;39793
CANTABRIA;LIMPIAS;39820
CANTABRIA;LINARES;39580
CANTABRIA;LINTO;39728
CANTABRIA;LLAGUNO;39880
CANTABRIA;LLANEZ;39764
CANTABRIA;LLANO (DE VALDEARROYO);39213
CANTABRIA;LLANO (LUENA);39687
CANTABRIA;LLANO (SAN FELICES BUELNA);39460
CANTABRIA;LLANO, EL (GURIEZO);39788
CANTABRIA;LLANO, EL (UDIAS);39507
CANTABRIA;LLANOS, LOS (CAMALEÑO);39582
CANTABRIA;LLANOS, LOS (PENAGOS);39627
CANTABRIA;LLAOS, LOS;39547
CANTABRIA;LLARES, LOS;39450
CANTABRIA;LLATAZOS;39776
CANTABRIA;LLAVES;39582
CANTABRIA;LLAYO;39584
CANTABRIA;LLERANA;39639
CANTABRIA;LLOREDA;39694
CANTABRIA;LLOREDO;39539
CANTABRIA;LOBADO;39400
CANTABRIA;LOMA SOMERA;39419
CANTABRIA;LOMA, LA (VALDEOLEA);39418
CANTABRIA;LOMBA, LA;39210
CANTABRIA;LOMBERA;39860
CANTABRIA;LOMBRAÑA;39557
CANTABRIA;LOMEÑA-BASIEDA;39572
CANTABRIA;LON;39587
CANTABRIA;LOREDO;39160
CANTABRIA;LOSBIA;39593
CANTABRIA;LUEY;39594
CANTABRIA;LUGAREÑOS;39780
CANTABRIA;LURIEZO;39571
CANTABRIA;LUSA;39706
CANTABRIA;LUZMELA-MAZCUERRAS;39509
CANTABRIA;MADAMA;39791
CANTABRIA;MADRID, LA;39791
CANTABRIA;MAGDALENA, LA;39788
CANTABRIA;MALATAJA;39213
CANTABRIA;MALIAÑO;39600
CANTABRIA;MANZANAL, EL;39791
CANTABRIA;MAOÑO;39108
CANTABRIA;MAR;39318
CANTABRIA;MAREDES;39577
CANTABRIA;MARRON;39849
CANTABRIA;MATA;39409
CANTABRIA;MATA DE HOZ;39418
CANTABRIA;MATA, LA;39595
CANTABRIA;MATAMOROSA;39200
CANTABRIA;MATANZA, LA (VILLAVERDE DE TRUCIOS);39880
CANTABRIA;MATAPORQUERA;39410
CANTABRIA;MATARREPUDIO;39418
CANTABRIA;MATIENZO;39812
CANTABRIA;MAZA, LA;39760
CANTABRIA;MAZANDRERO;39210
CANTABRIA;MAZCUERRAS;39509
CANTABRIA;MAZO, EL (RAMALES);39809
CANTABRIA;MAZO, EL (VALDALIGA);39593
CANTABRIA;MAZUECAS;39790
CANTABRIA;MEDIADORO;39213
CANTABRIA;MENDINA;39776
CANTABRIA;MENTERA BARRUELO;39812
CANTABRIA;MERCADAL;39311
CANTABRIA;MERCADILLO;39727
CANTABRIA;MESON, EL (MOLLEDO);39430
CANTABRIA;MIENGO;39310
CANTABRIA;MIESES;39586
CANTABRIA;MIJARES;39530
CANTABRIA;MIJAROJOS;39311
CANTABRIA;MIÑA, LA (CAMPOO DE SUSO);39212
CANTABRIA;MIOÑO;39709
CANTABRIA;MIRONES;39723
CANTABRIA;MOGRO;39310
CANTABRIA;MOGROVEJO;39582
CANTABRIA;MOLINA, LA (CAMALEÑO);39587
CANTABRIA;MOLINA, LA (VALDALIGA);39592
CANTABRIA;MOLLANEDA;39776
CANTABRIA;MOLLEDA;39569
CANTABRIA;MOLLEDO;39430
CANTABRIA;MOLLINEDO;39880
CANTABRIA;MOMPIA;39108
CANTABRIA;MONASTERIO;39513
CANTABRIA;MONCALIAN;39791
CANTABRIA;MONEGRO;39292
CANTABRIA;MONTABLIZ;39420
CANTABRIA;MONTAÑA, LA;39300
CANTABRIA;MONTE (RIOTUERTO);39720
CANTABRIA;MONTECILLO;39250
CANTABRIA;MONTEHANO;39795
CANTABRIA;MONTESCLAROS;39213
CANTABRIA;MORANCAS;39212
CANTABRIA;MORILLA;39728
CANTABRIA;MORTERA;39120
CANTABRIA;MORTESANTE;39723
CANTABRIA;MOVELLAN;39593
CANTABRIA;MUÑORRODERO;39594
CANTABRIA;MURA;39430
CANTABRIA;MURIEDAS;39600
CANTABRIA;NAROBA;39575
CANTABRIA;NATES;39761
CANTABRIA;NAVAJEDA;39715
CANTABRIA;NAVAMUEL;39419
CANTABRIA;NAVEDA;39210
CANTABRIA;NAVEDO;39580
CANTABRIA;NESTARES;39212
CANTABRIA;NOCINA;39780
CANTABRIA;NOJA;39180
CANTABRIA;NOVAL (ESCALANTE);39795
CANTABRIA;NOVAL LIENDO;39776
CANTABRIA;NOVALES;39526
CANTABRIA;OBARGO;39572
CANTABRIA;OBESO;39554
CANTABRIA;OBREGON;39690
CANTABRIA;OCEJO;39682
CANTABRIA;OGARRIO;39812
CANTABRIA;OJEBAR;39860
CANTABRIA;OJEDO;39584
CANTABRIA;OLEA;39418
CANTABRIA;OLLEROS DE PAREDES RUBIAS;39250
CANTABRIA;OMOÑO;39793
CANTABRIA;ONGAYO;39360
CANTABRIA;ONGAYO (VEGA LIEBANA);39577
CANTABRIA;ONTANEDA;39680
CANTABRIA;ONTON;39706
CANTABRIA;ONTORIA;39500
CANTABRIA;OREJO;39719
CANTABRIA;OREÑA;39525
CANTABRIA;ORIÑON;39780
CANTABRIA;ORMAS;39210
CANTABRIA;ORUÑA DE PIELAGOS;39477
CANTABRIA;ORZALES;39292
CANTABRIA;OTAÑES;39707
CANTABRIA;OTERO (VALDERREDIBLE);39250
CANTABRIA;PADERNE;39790
CANTABRIA;PADIERNIGA;39762
CANTABRIA;PADRUNO;39525
CANTABRIA;PALACIO (ARENAS IGUÑA);39450
CANTABRIA;PALACIO (CICERO);39791
CANTABRIA;PALACIO (VILLAVERDE DE TRUCIOS);39880
CANTABRIA;PAMANES;39718
CANTABRIA;PANDILLO (VEGA PAS);39685
CANTABRIA;PANDO (MOLLEDO);39438
CANTABRIA;PANDO (RUILOBA);39527
CANTABRIA;PANDO (SOTO IRUZ);39691
CANTABRIA;PANDOS, LOS;39687
CANTABRIA;PANDOTO;39687
CANTABRIA;PARACUELLES;39212
CANTABRIA;PARADA, LA;39682
CANTABRIA;PARBAYON;39612
CANTABRIA;PARED, LA;39805
CANTABRIA;PECHON;39594
CANTABRIA;PEDREDO;39450
CANTABRIA;PEDREÑA;39130
CANTABRIA;PEDREO;39554
CANTABRIA;PEDROSA, LA;39728
CANTABRIA;PEDROSO;39649
CANTABRIA;PEJANDA;39557
CANTABRIA;PEMBES;39582
CANTABRIA;PEÑA, LA;39760
CANTABRIA;PENAGOS;39627
CANTABRIA;PENDES;39584
CANTABRIA;PENDON;39791
CANTABRIA;PENDUSO;39584
CANTABRIA;PEÑIA, LA;39593
CANTABRIA;PENIAS;39400
CANTABRIA;PENILLA (LUENA);39681
CANTABRIA;PENILLA (TORANZO);39691
CANTABRIA;PENILLA (VILLAFUFRE);39630
CANTABRIA;PENILLA, LA DE CAYON;39650
CANTABRIA;PEREDILLA, LA;39686
CANTABRIA;PERELADA;39525
CANTABRIA;PERIEDO;39591
CANTABRIA;PERROZO;39571
CANTABRIA;PERUJO, EL (AMPUERO);39849
CANTABRIA;PESAGUERO;39572
CANTABRIA;PESQUERA;39491
CANTABRIA;PESQUERA, LA (LAREDO);39750
CANTABRIA;PESUES;39548
CANTABRIA;PIASCA;39573
CANTABRIA;PICAYOS, LOS;39554
CANTABRIA;PICO, EL;39791
CANTABRIA;PIDO;39588
CANTABRIA;PIE DE CONCHA;39420
CANTABRIA;PIEDRAHITA;39197
CANTABRIA;PIERAGULLANO;39849
CANTABRIA;PILAS;39806
CANTABRIA;PILAS, LAS;39793
CANTABRIA;PIÑERES;39580
CANTABRIA;PISUEÑA;39696
CANTABRIA;PLAZA, LA;39592
CANTABRIA;POBLACION DE ABAJO;39230
CANTABRIA;POBLACION DE ARRIBA;39230
CANTABRIA;POBLACION DE SUSO;39210
CANTABRIA;POBLACION DE YUSO, LA;39294
CANTABRIA;POLANCO;39313
CANTABRIA;POLIENTES;39220
CANTABRIA;POLLAYO;39577
CANTABRIA;POMALUENGO;39660
CANTABRIA;POMAR;39788
CANTABRIA;POMARES;39790
CANTABRIA;PONDRA;39809
CANTABRIA;PONTARRON, EL;39780
CANTABRIA;PONTEJOS;39618
CANTABRIA;PONTONES;39793
CANTABRIA;PORQUERIZAS, LAS;39727
CANTABRIA;PORTILLA, LA;39776
CANTABRIA;PORTILLO (SAN VICENTE DE LA BARQUERA);39549
CANTABRIA;POSADILLO;39313
CANTABRIA;POSAJO PENIAS;39409
CANTABRIA;POTES;39570
CANTABRIA;PRADO, EL;39805
CANTABRIA;PRADOS, LOS;39727
CANTABRIA;PRASES;39697
CANTABRIA;PRAVES;39730
CANTABRIA;PRELLEZO;39548
CANTABRIA;PRESILLAS, LAS;39679
CANTABRIA;PREZANES;39108
CANTABRIA;PRIMOSTO;39760
CANTABRIA;PRIO;39569
CANTABRIA;PROAÑO;39210
CANTABRIA;PUENTE AGUERO;39719
CANTABRIA;PUENTE ARCE;39478
CANTABRIA;PUENTE ASNIL;39573
CANTABRIA;PUENTE AVIOS;39350
CANTABRIA;PUENTE DEL VALLE, LA;39250
CANTABRIA;PUENTE PUMAR;39556
CANTABRIA;PUENTE SAN MIGUEL;39530
CANTABRIA;PUENTE VIESGO;39670
CANTABRIA;PUENTE, EL (GURIEZO);39788
CANTABRIA;PUENTE, LA (LUENA);39687
